entity_id,date,crime_head,BriefFacts,split,crime_subhead,suggested_acts,suggested_sections
3447,2024-01-18,burglary,Incident of burglary reported at Whitefield ITPL Area. The reporting officer Officer Udarsh Raju proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,train,"Theft in dwelling house, etc.","Indian Penal Code, 1860",457;380
3448,2026-05-02,fraud,Incident of fraud reported at Electronic City Phase 1. The reporting officer Officer Jeet Ahuja proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,test,Cheating and dishonestly inducing delivery of property,"Indian Penal Code, 1860",420
3449,2025-11-08,cybercrime,Incident of cybercrime reported at MG Road Metro Junction. The reporting officer Officer Anay Vora proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,val,Punishment for cheating by personation by using computer resource,"Information Technology Act, 2000",66D
3450,2025-05-26,cybercrime,Incident of cybercrime reported at HSR Layout Sector 2. The reporting officer Officer Harish Pandey proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,val,Punishment for cheating by personation by using computer resource,"Information Technology Act, 2000",66D
3451,2023-11-16,assault,Incident of assault reported at Jayanagar 4th Block. The reporting officer Officer Farhan Chaudhari proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,train,Voluntarily causing hurt by dangerous weapons or means,"Indian Penal Code, 1860",324
3452,2023-11-04,women_crime,Incident of women crime reported at Yelahanka New Town. The reporting officer Officer Praneel Dube proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,train,Assault or criminal force to woman with intent to outrage her modesty,"Indian Penal Code, 1860",354
3453,2023-12-11,vehicle_theft,Incident of vehicle theft reported at MG Road Metro Junction. The reporting officer Officer Anay Vora proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,train,General IPC Section,Indian Penal Code,Section 379 IPC
3454,2024-09-13,vehicle_theft,Incident of vehicle theft reported at HSR Layout Sector 2. The reporting officer Officer Praneel Dube proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,train,General IPC Section,Indian Penal Code,Section 379 IPC
3455,2025-05-20,chain_snatching,Incident of chain snatching reported at Koramangala 5th Block. The reporting officer Officer Farhan Chaudhari proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,val,Assault or criminal force in attempt to commit theft of property worn by a person,"Indian Penal Code, 1860",356;379
3456,2024-01-19,vehicle_theft,Incident of vehicle theft reported at HSR Layout Sector 2. The reporting officer Officer Anay Vora proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,train,General IPC Section,Indian Penal Code,Section 379 IPC
3457,2024-11-07,murder,Incident of murder reported at Yelahanka New Town. The reporting officer Officer Reyansh Talwar proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,train,Punishment for murder,"Indian Penal Code, 1860",302
3458,2024-10-21,fraud,Incident of fraud reported at Yelahanka New Town. The reporting officer Officer Anay Vora proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,train,Cheating and dishonestly inducing delivery of property,"Indian Penal Code, 1860",420
3459,2025-12-20,women_crime,Incident of women crime reported at Koramangala 5th Block. The reporting officer Officer Anay Vora proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,val,Assault or criminal force to woman with intent to outrage her modesty,"Indian Penal Code, 1860",354
3460,2025-04-05,murder,Incident of murder reported at HSR Layout Sector 2. The reporting officer Officer Anay Vora proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,val,Punishment for murder,"Indian Penal Code, 1860",302
3461,2026-04-07,cybercrime,Incident of cybercrime reported at Malleshwaram 15th Cross. The reporting officer Officer Praneel Dube proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,test,Punishment for cheating by personation by using computer resource,"Information Technology Act, 2000",66D
3462,2024-10-31,assault,Incident of assault reported at Jayanagar 4th Block. The reporting officer Officer Anay Vora proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,train,Voluntarily causing hurt by dangerous weapons or means,"Indian Penal Code, 1860",324
3463,2023-12-24,women_crime,Incident of women crime reported at Malleshwaram 15th Cross. The reporting officer Officer Anay Vora proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,train,Assault or criminal force to woman with intent to outrage her modesty,"Indian Penal Code, 1860",354
3464,2026-04-15,chain_snatching,Incident of chain snatching reported at Koramangala 5th Block. The reporting officer Officer Anay Vora proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,test,Assault or criminal force in attempt to commit theft of property worn by a person,"Indian Penal Code, 1860",356;379
3465,2023-11-28,chain_snatching,Incident of chain snatching reported at Malleshwaram 15th Cross. The reporting officer Officer Anay Vora proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,train,Assault or criminal force in attempt to commit theft of property worn by a person,"Indian Penal Code, 1860",356;379
3466,2025-05-10,assault,Incident of assault reported at Electronic City Phase 1. The reporting officer Officer Farhan Chaudhari proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,val,Voluntarily causing hurt by dangerous weapons or means,"Indian Penal Code, 1860",324
3467,2026-04-06,women_crime,Incident of women crime reported at Malleshwaram 15th Cross. The reporting officer Officer Praneel Dube proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,test,Assault or criminal force to woman with intent to outrage her modesty,"Indian Penal Code, 1860",354
3468,2023-05-23,rioting,Incident of rioting reported at HSR Layout Sector 2. The reporting officer Officer Farhan Chaudhari proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,train,Punishment for rioting,"Indian Penal Code, 1860",147
3469,2023-03-24,burglary,Incident of burglary reported at Whitefield ITPL Area. The reporting officer Officer Farhan Chaudhari proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,train,"Theft in dwelling house, etc.","Indian Penal Code, 1860",457;380
3470,2026-03-21,vehicle_theft,Incident of vehicle theft reported at HSR Layout Sector 2. The reporting officer Officer Farhan Chaudhari proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,test,General IPC Section,Indian Penal Code,Section 379 IPC
3471,2025-06-14,fraud,Incident of fraud reported at Jayanagar 4th Block. The reporting officer Officer Aarnav Sha proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,val,Cheating and dishonestly inducing delivery of property,"Indian Penal Code, 1860",420
3472,2024-04-29,burglary,Incident of burglary reported at Yelahanka New Town. The reporting officer Officer Anay Vora proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,train,"Theft in dwelling house, etc.","Indian Penal Code, 1860",457;380
3473,2026-03-17,drug_offense,Incident of drug offense reported at MG Road Metro Junction. The reporting officer Officer Anay Vora proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,test,Punishment for contravention in relation to cannabis plant and cannabis,"Narcotic Drugs and Psychotropic Substances Act, 1985",20
3474,2024-04-07,chain_snatching,Incident of chain snatching reported at Malleshwaram 15th Cross. The reporting officer Officer Farhan Chaudhari proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,train,Assault or criminal force in attempt to commit theft of property worn by a person,"Indian Penal Code, 1860",356;379
3475,2023-02-20,drug_offense,Incident of drug offense reported at MG Road Metro Junction. The reporting officer Officer Advaith Raju proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,train,Punishment for contravention in relation to cannabis plant and cannabis,"Narcotic Drugs and Psychotropic Substances Act, 1985",20
